epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,78.7151,1.34108,2.06108,1.24535,0.03056,0.78261,0.5566,0.41235,1.46637,2.88669,1.14954,0.000428672,0.000428672,0.000428672
26,82.1604,1.32014,2.02678,1.20195,0.03056,0.78261,0.5566,0.41235,1.46637,2.88669,1.14954,0.000429336,0.000429336,0.000429336
27,85.7726,1.26826,1.93353,1.12507,0.03056,0.78261,0.5566,0.41235,1.46637,2.88669,1.14954,0.000428679,0.000428679,0.000428679
28,88.9553,1.35667,2.15043,1.20179,0.03056,0.78261,0.5566,0.41235,1.46637,2.88669,1.14954,0.000426702,0.000426702,0.000426702
29,92.0949,1.15709,1.91789,1.07954,0.03056,0.78261,0.5566,0.41235,1.46637,2.88669,1.14954,0.000423405,0.000423405,0.000423405
30,95.3276,1.25352,1.95297,1.14791,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000418787,0.000418787,0.000418787
31,98.5282,1.13535,1.76824,1.15323,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000412849,0.000412849,0.000412849
32,101.549,1.25723,2.00922,1.19375,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000405591,0.000405591,0.000405591
33,104.544,1.2117,1.83077,1.17559,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000397013,0.000397013,0.000397013
34,107.492,1.36327,1.93645,1.24173,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000387114,0.000387114,0.000387114
35,110.554,1.38314,1.97245,1.26702,0.03211,0.80435,0.64441,0.44559,1.54925,2.67523,1.16156,0.000375895,0.000375895,0.000375895
36,113.801,1.30846,1.86281,1.29438,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000363356,0.000363356,0.000363356
37,116.997,1.04472,1.67521,1.07482,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000349497,0.000349497,0.000349497
38,120.534,1.28769,1.62473,1.2054,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000334317,0.000334317,0.000334317
39,124.905,1.25857,1.78405,1.11721,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000317817,0.000317817,0.000317817
40,128.634,1.31077,1.87207,1.27254,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000299997,0.000299997,0.000299997
41,132.048,1.21287,1.56142,1.16008,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000280856,0.000280856,0.000280856
42,137.392,1.09868,1.61061,1.14281,0.66147,0.67391,0.67495,0.47064,1.57238,2.40678,1.12929,0.000260395,0.000260395,0.000260395
43,140.977,1.26361,1.55948,1.16127,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.000238614,0.000238614,0.000238614
44,145.02,1.10533,1.50578,1.11743,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.000215513,0.000215513,0.000215513
45,149.143,1.09939,1.40826,1.03593,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.000191092,0.000191092,0.000191092
46,153.617,1.12965,1.51322,1.10313,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.00016535,0.00016535,0.00016535
47,157.464,1.19305,1.72669,1.16211,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.000138288,0.000138288,0.000138288
48,161.097,1.31392,1.55035,1.26218,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,0.000109905,0.000109905,0.000109905
49,164.817,1.20131,1.54493,1.21176,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,8.02027e-05,8.02027e-05,8.02027e-05
50,168.424,1.01333,1.39287,1.06989,0.78464,0.66704,0.68693,0.46765,1.56392,2.16162,1.11868,4.91798e-05,4.91798e-05,4.91798e-05
